
Histogram for surgery.txt:
"effected" appears 25 times
"include" appears 25 times
"varying" appears 25 times
"shoulders" appears 25 times
"sleep" appears 25 times
"sir" appears 25 times
"exaggerated" appears 25 times
"cicatricial" appears 25 times
"high" appears 25 times
"numerous" appears 25 times
"ulceration" appears 25 times
"cellulitis" appears 25 times
"cortex" appears 25 times
"vomiting" appears 25 times
"stomach" appears 25 times
"foundation" appears 25 times
"inverted" appears 26 times
"section" appears 26 times
"vertical" appears 26 times
"contracture" appears 26 times
"adduction" appears 26 times
"arms" appears 26 times
"association" appears 26 times
"vertebra" appears 26 times
"would" appears 26 times
"too" appears 26 times
"groups" appears 26 times
"popliteal" appears 26 times
"derived" appears 26 times
"methods" appears 26 times
"instrument" appears 26 times
"merely" appears 26 times
"shock" appears 26 times
"disability" appears 26 times
"commenced" appears 26 times
"retention" appears 26 times
"day" appears 26 times
"skiagrams" appears 26 times
"increasing" appears 26 times
"come" appears 26 times
"examined" appears 26 times
"glenoid" appears 26 times
"sacral" appears 26 times
"tendo" appears 26 times
"achillis" appears 26 times
"acquired" appears 26 times
"supplied" appears 26 times
"purulent" appears 26 times
"extremities" appears 27 times
"condylar" appears 27 times
"sensory" appears 27 times
"phlebitis" appears 27 times
"plate" appears 27 times
"fixation" appears 27 times
"ribs" appears 27 times
"wry" appears 27 times
"repair" appears 27 times
"gun" appears 27 times
"shot" appears 27 times
"given" appears 27 times
"falls" appears 27 times
"subcutaneous" appears 27 times
"still" appears 27 times
"medullary" appears 27 times
"inner" appears 27 times
"rather" appears 27 times
"taking" appears 27 times
"adhesions" appears 27 times
"main" appears 27 times
"sharp" appears 27 times
"excision" appears 27 times
"introduced" appears 27 times
"cords" appears 27 times
"m" appears 27 times
"table" appears 27 times
"accessory" appears 27 times
"foramen" appears 27 times
"optic" appears 27 times
"electronic" appears 27 times
"including" appears 28 times
"salivary" appears 28 times
"excessive" appears 28 times
"insertion" appears 28 times
"styloid" appears 28 times
"lordosis" appears 28 times
"arrested" appears 28 times
"curve" appears 28 times
"projecting" appears 28 times
"giving" appears 28 times
"otherwise" appears 28 times
"commonest" appears 28 times
"higher" appears 28 times
"filled" appears 28 times
"prove" appears 28 times
"dislocated" appears 28 times
"manipulations" appears 28 times
"special" appears 28 times
"till" appears 28 times
"referred" appears 28 times
"developed" appears 28 times
"relief" appears 28 times
"driven" appears 28 times
"suddenly" appears 28 times
"hollow" appears 28 times
"bursa" appears 28 times
"plantar" appears 28 times
"onset" appears 28 times
"roots" appears 28 times
"red" appears 28 times
"deafness" appears 28 times
"eustachian" appears 28 times
"perforation" appears 29 times
"extremity" appears 29 times
"destruction" appears 29 times
"osteomyelitis" appears 29 times
"convexity" appears 29 times
"extending" appears 29 times
"throat" appears 29 times
"break" appears 29 times
"distance" appears 29 times
"overlooked" appears 29 times
"outwards" appears 29 times
"wedge" appears 29 times
"accurate" appears 29 times
"strong" appears 29 times
"undergo" appears 29 times
"rounded" appears 29 times
"covered" appears 29 times
"repeated" appears 29 times
"power" appears 29 times
"anatomical" appears 29 times
"worn" appears 29 times
"detected" appears 29 times
"extend" appears 29 times
"freely" appears 29 times
"remove" appears 29 times
"malleolus" appears 29 times
"rapid" appears 29 times
"affects" appears 29 times
"reflexes" appears 29 times
"dyspn" appears 29 times
"hyoid" appears 29 times
"angular" appears 30 times
"colles" appears 30 times
"prominence" appears 30 times
"carpal" appears 30 times
"dural" appears 30 times
"occipital" appears 30 times
"hare" appears 30 times
"twenty" appears 30 times
"thin" appears 30 times
"birth" appears 30 times
"remain" appears 30 times
"except" appears 30 times
"hard" appears 30 times
"gap" appears 30 times
"rendered" appears 30 times
"ordinary" appears 30 times
"supply" appears 30 times
"reduced" appears 30 times
"constant" appears 30 times
"borne" appears 30 times
"mind" appears 30 times
"beneath" appears 30 times
"d" appears 30 times
"legs" appears 30 times
"centre" appears 30 times
"ulcers" appears 30 times
"paralytic" appears 30 times
"fistula" appears 30 times
"terms" appears 31 times
"set" appears 31 times
"vicinity" appears 31 times
"margin" appears 31 times
"distribution" appears 31 times
"stricture" appears 31 times
"pointed" appears 31 times
"sufficient" appears 31 times
"prolonged" appears 31 times
"trunk" appears 31 times
"make" appears 31 times
"simulate" appears 31 times
"sprains" appears 31 times
"increases" appears 31 times
"fissure" appears 31 times
"rupture" appears 31 times
"acromion" appears 31 times
"impaired" appears 31 times
"effects" appears 31 times
"boot" appears 31 times
"metatarsal" appears 31 times
"matter" appears 31 times
"spreads" appears 31 times
"c" appears 32 times
"fourth" appears 32 times
"olecranon" appears 32 times
"epiphyses" appears 32 times
"meniscus" appears 32 times
"wide" appears 32 times
"hypertrophy" appears 32 times
"amputation" appears 32 times
"contusion" appears 32 times
"segments" appears 32 times
"carcinoma" appears 32 times
"pathological" appears 32 times
"tubercle" appears 32 times
"deltoid" appears 32 times
"inter" appears 32 times
"order" appears 32 times
"entirely" appears 32 times
"again" appears 32 times
"move" appears 32 times
"occurrence" appears 32 times
"chief" appears 32 times
"stiffness" appears 32 times
"nearly" appears 32 times
"condyles" appears 32 times
"spasm" appears 32 times
"performed" appears 32 times
"put" appears 32 times
"inflammatory" appears 32 times
"depression" appears 32 times
"round" appears 32 times
"spinous" appears 32 times
"proportion" appears 32 times
"enlargement" appears 32 times
"cystic" appears 32 times
"cheek" appears 32 times
"colour" appears 32 times
"re" appears 33 times
"naso" appears 33 times
"vara" appears 33 times
"impaction" appears 33 times
"cut" appears 33 times
"raised" appears 33 times
"stages" appears 33 times
"passage" appears 33 times
"apposition" appears 33 times
"uncommon" appears 33 times
"functions" appears 33 times
"subjects" appears 33 times
"cortical" appears 33 times
"attempts" appears 33 times
"light" appears 33 times
"avoid" appears 33 times
"drainage" appears 33 times
"floor" appears 33 times
"carotid" appears 33 times
"duct" appears 33 times
"deviation" appears 34 times
"chest" appears 34 times
"tuberosity" appears 34 times
"period" appears 34 times
"medially" appears 34 times
"around" appears 34 times
"required" appears 34 times
"mia" appears 34 times
"recourse" appears 34 times
"absent" appears 34 times
"good" appears 34 times
"pressing" appears 34 times
"ground" appears 34 times
"tend" appears 34 times
"rigid" appears 34 times
"surrounding" appears 34 times
"manipulation" appears 34 times
"restricted" appears 34 times
"branches" appears 34 times
"central" appears 34 times
"affection" appears 34 times
"ulcer" appears 34 times
"works" appears 34 times
"longitudinal" appears 35 times
"narrow" appears 35 times
"thomas" appears 35 times
"diseased" appears 35 times
"curvature" appears 35 times
"site" appears 35 times
"meningeal" appears 35 times
"maxilla" appears 35 times
"satisfactory" appears 35 times
"inches" appears 35 times
"ensue" appears 35 times
"forming" appears 35 times
"history" appears 35 times
"swollen" appears 35 times
"complains" appears 35 times
"comes" appears 35 times
"cold" appears 35 times
"slow" appears 35 times
"limited" appears 35 times
"held" appears 35 times
"commonly" appears 35 times
"submaxillary" appears 35 times
"concussion" appears 35 times
"column" appears 36 times
"puncture" appears 36 times
"recurrent" appears 36 times
"necrosis" appears 36 times
"tracheotomy" appears 36 times
"local" appears 36 times
"near" appears 36 times
"interfered" appears 36 times
"probably" appears 36 times
"vary" appears 36 times
"portions" appears 36 times
"slowly" appears 36 times
"greatly" appears 36 times
"full" appears 36 times
"begins" appears 36 times
"septum" appears 36 times
"navicular" appears 37 times
"eversion" appears 37 times
"coxa" appears 37 times
"just" appears 37 times
"diffuse" appears 37 times
"poliomyelitis" appears 37 times
"varus" appears 37 times
"orbital" appears 37 times
"projection" appears 37 times
"importance" appears 37 times
"widely" appears 37 times
"six" appears 37 times
"epiphysial" appears 37 times
"appearance" appears 37 times
"symptom" appears 37 times
"edges" appears 37 times
"accompanied" appears 37 times
"obstruction" appears 37 times
"character" appears 38 times
"used" appears 38 times
"multiple" appears 38 times
"incomplete" appears 38 times
"acetabulum" appears 38 times
"genu" appears 38 times
"axis" appears 38 times
"patients" appears 38 times
"object" appears 38 times
"done" appears 38 times
"impossible" appears 38 times
"brought" appears 38 times
"care" appears 38 times
"usual" appears 38 times
"lost" appears 38 times
"sterno" appears 38 times
"inch" appears 38 times
"allowed" appears 38 times
"very" appears 38 times
"maxillary" appears 38 times
"coracoid" appears 39 times
"spastic" appears 39 times
"arch" appears 39 times
"shows" appears 39 times
"junction" appears 39 times
"attention" appears 39 times
"atrophy" appears 39 times
"unduly" appears 39 times
"lead" appears 39 times
"forcible" appears 39 times
"length" appears 39 times
"inserted" appears 39 times
"obtained" appears 39 times
"support" appears 39 times
"others" appears 39 times
"itself" appears 39 times
"fact" appears 39 times
"stretched" appears 39 times
"discharge" appears 39 times
"e" appears 40 times
"enlarged" appears 40 times
"dorsal" appears 40 times
"non" appears 40 times
"rotation" appears 40 times
"indirect" appears 40 times
"extreme" appears 40 times
"scoliosis" appears 40 times
"persistent" appears 40 times
"secondary" appears 40 times
"produce" appears 40 times
"whether" appears 40 times
"term" appears 40 times
"extends" appears 40 times
"close" appears 40 times
"type" appears 40 times
"irritation" appears 40 times
"orbit" appears 41 times
"ulnar" appears 41 times
"shape" appears 41 times
"parotid" appears 41 times
"drawn" appears 41 times
"feet" appears 41 times
"damage" appears 41 times
"aid" appears 41 times
"immediately" appears 41 times
"depends" appears 41 times
"mobility" appears 41 times
"elicited" appears 41 times
"contact" appears 41 times
"rarely" appears 41 times
"attacks" appears 41 times
"inflammation" appears 41 times
"pharyngeal" appears 41 times
"surgeon" appears 42 times
"membranes" appears 42 times
"comminuted" appears 42 times
"advanced" appears 42 times
"extra" appears 42 times
"caused" appears 42 times
"osseous" appears 42 times
"ankylosis" appears 42 times
"serious" appears 42 times
"far" appears 42 times
"varies" appears 42 times
"already" appears 42 times
"walk" appears 42 times
"abnormal" appears 42 times
"corrected" appears 42 times
"addition" appears 42 times
"short" appears 42 times
"sides" appears 42 times
"increase" appears 42 times
"painful" appears 42 times
"unable" appears 42 times
"directed" appears 42 times
"confined" appears 42 times
"dura" appears 42 times
"supra" appears 43 times
"show" appears 43 times
"valgus" appears 43 times
"exercises" appears 43 times
"cannot" appears 43 times
"pressed" appears 43 times
"elastic" appears 43 times
"had" appears 43 times
"appear" appears 43 times
"proximal" appears 43 times
"escape" appears 43 times
"kept" appears 43 times
"sprain" appears 43 times
"quadriceps" appears 43 times
"double" appears 44 times
"segment" appears 44 times
"eye" appears 44 times
"suppurative" appears 44 times
"amount" appears 44 times
"exposed" appears 44 times
"canal" appears 44 times
"involved" appears 44 times
"fractured" appears 44 times
"useful" appears 44 times
"sensation" appears 44 times
"points" appears 44 times
"heel" appears 44 times
"pyogenic" appears 44 times
"partial" appears 45 times
"calcaneus" appears 45 times
"indicated" appears 45 times
"outer" appears 45 times
"death" appears 45 times
"structures" appears 45 times
"temperature" appears 45 times
"removing" appears 45 times
"opened" appears 45 times
"respiration" appears 45 times
"tooth" appears 46 times
"accident" appears 46 times
